0 	 -1053.000038
2 	 -1031.005037
3 	 -1041.400038
5 	 -1060.000038
6 	 -1046.060038
7 	 -1056.800038
10 	 -1038.530037
11 	 -1065.130038
18 	 -1045.200038
20 	 -1041.500037
22 	 -1031.755037
23 	 -1052.815038
25 	 -1032.400037
26 	 -1038.200037
27 	 -1051.100038
29 	 -1000.050037
31 	 -1035.800038
32 	 -1025.800037
35 	 -1019.300037
36 	 -1023.915037
37 	 -1040.300037
39 	 -997.880036
40 	 -1035.300037
41 	 -1031.320037
42 	 -1015.700037
43 	 -1042.100038
44 	 -1016.400037
48 	 -1034.710037
50 	 -1030.585037
59 	 -1027.600037
61 	 -997.410036
62 	 -977.685036
64 	 -972.615036
66 	 -968.520036
67 	 -992.880036
71 	 -959.120035
74 	 -992.165037
77 	 -965.125036
78 	 -996.010036
80 	 -982.040036
85 	 -941.870035
91 	 -957.090036
93 	 -921.285035
95 	 -911.050034
99 	 -858.890033
101 	 -823.765032
103 	 -958.995036
109 	 -937.520035
111 	 -912.815035
112 	 -911.010035
113 	 -927.770036
114 	 -863.490034
116 	 -925.100035
117 	 -888.275034
121 	 -830.545033
122 	 -853.130034
125 	 -900.110035
126 	 -873.755034
127 	 -853.220033
129 	 -865.070035
130 	 -880.405035
132 	 -826.715033
133 	 -833.060033
134 	 -853.925034
140 	 -881.715034
142 	 -899.860034
145 	 -764.660032
149 	 -847.185034
152 	 -818.055033
156 	 -851.225034
157 	 -782.060031
158 	 -822.895033
160 	 -807.100033
161 	 -746.850032
162 	 -814.530034
165 	 -803.330033
166 	 -806.725033
168 	 -844.005034
169 	 -839.460033
170 	 -751.935032
171 	 -723.515030
173 	 -664.345029
174 	 -802.490033
175 	 -765.680033
176 	 -749.690033
179 	 -734.700031
181 	 -780.330032
182 	 -745.650031
183 	 -800.755033
184 	 -805.455034
187 	 -740.235030
188 	 -773.710031
191 	 -740.815032
194 	 -801.975033
197 	 -703.590030
198 	 -699.270031
199 	 -718.390030
200 	 -735.555031
201 	 -758.285032
202 	 -716.715032
207 	 -730.835031
213 	 -673.815029
217 	 -717.995031
218 	 -773.950033
219 	 -697.440030
220 	 -688.715030
223 	 -705.935030
225 	 -674.585030
226 	 -660.445030
228 	 -691.690030
229 	 -596.590028
230 	 -657.700029
231 	 -691.885031
232 	 -745.090032
234 	 -701.720031
237 	 -569.990027
240 	 -600.350027
241 	 -606.045029
242 	 -603.200029
246 	 -661.355029
247 	 -605.685029
250 	 -659.780030
251 	 -617.215029
254 	 -510.955025
255 	 -513.165025
257 	 -623.505028
259 	 -637.540029
260 	 -499.495026
264 	 -554.985028
265 	 -482.795025
268 	 -575.180028
269 	 -435.625024
270 	 -517.750025
271 	 -541.390027
273 	 -581.095026
276 	 -478.830025
277 	 -515.400027
278 	 -425.360024
279 	 -505.675028
280 	 -479.270027
281 	 -573.655028
283 	 -408.380022
284 	 -527.410026
285 	 -530.035025
286 	 -433.215025
291 	 -355.425022
292 	 -443.950024
293 	 -433.155023
294 	 -488.235026
298 	 -496.115025
299 	 -413.010024
301 	 -462.475025
306 	 -360.660021
308 	 -404.035024
309 	 -454.840026
310 	 -425.995023
312 	 -336.935020
313 	 -325.715022
314 	 -345.690022
315 	 -325.825021
316 	 -434.115023
317 	 -414.150024
318 	 -332.145021
319 	 -279.460020
320 	 -343.920020
321 	 -329.220019
323 	 -398.445023
324 	 -173.190014
326 	 -317.865020
328 	 -301.680019
331 	 -219.380015
332 	 -361.840022
335 	 -362.430021
337 	 -291.735019
338 	 -356.550022
340 	 -146.115018
341 	 -191.230016
343 	 -206.015014
349 	 -266.710016
350 	 -231.925014
351 	 -248.680018
353 	 -186.890018
354 	 -120.480011
356 	 -238.745014
359 	 -161.790011
362 	 -96.360014
363 	 -172.925013
364 	 -220.910021
