0 	 -0.041133
2 	 -0.040776
3 	 -0.040680
5 	 -0.041406
6 	 -0.040873
7 	 -0.041281
10 	 -0.040902
11 	 -0.041886
18 	 -0.040828
20 	 -0.040684
22 	 -0.040804
23 	 -0.041244
25 	 -0.040328
26 	 -0.040555
27 	 -0.041059
29 	 -0.039538
31 	 -0.040461
32 	 -0.040070
35 	 -0.039816
36 	 -0.040428
37 	 -0.040637
39 	 -0.039375
40 	 -0.040441
41 	 -0.040944
42 	 -0.039676
43 	 -0.040707
44 	 -0.039703
48 	 -0.040633
50 	 -0.041016
59 	 -0.040141
61 	 -0.039467
62 	 -0.038459
64 	 -0.038924
66 	 -0.038675
67 	 -0.038970
71 	 -0.038354
74 	 -0.038968
77 	 -0.038211
78 	 -0.039473
80 	 -0.038792
85 	 -0.037816
91 	 -0.037583
93 	 -0.036577
95 	 -0.036975
99 	 -0.035661
101 	 -0.033888
103 	 -0.037720
109 	 -0.037244
111 	 -0.035978
112 	 -0.036538
113 	 -0.036687
114 	 -0.035162
116 	 -0.036137
117 	 -0.035799
121 	 -0.034340
122 	 -0.034166
125 	 -0.035621
126 	 -0.035265
127 	 -0.035676
129 	 -0.034288
130 	 -0.034637
132 	 -0.034003
133 	 -0.034665
134 	 -0.034156
140 	 -0.035102
142 	 -0.036148
145 	 -0.031638
149 	 -0.033888
152 	 -0.033035
156 	 -0.034434
157 	 -0.033605
158 	 -0.034042
160 	 -0.032280
161 	 -0.031493
162 	 -0.032252
165 	 -0.032712
166 	 -0.032411
168 	 -0.033941
169 	 -0.034188
170 	 -0.031437
171 	 -0.031084
173 	 -0.029988
174 	 -0.032408
175 	 -0.030773
176 	 -0.030297
179 	 -0.031110
181 	 -0.032414
182 	 -0.030931
183 	 -0.032674
184 	 -0.032187
187 	 -0.031664
188 	 -0.033128
191 	 -0.029944
194 	 -0.032350
197 	 -0.030934
198 	 -0.029905
199 	 -0.030641
200 	 -0.031107
201 	 -0.030613
202 	 -0.030353
207 	 -0.030428
213 	 -0.030148
217 	 -0.030539
218 	 -0.030899
219 	 -0.030115
220 	 -0.030431
223 	 -0.030453
225 	 -0.029206
226 	 -0.028214
228 	 -0.030437
229 	 -0.027418
230 	 -0.028784
231 	 -0.028871
232 	 -0.030422
234 	 -0.028606
237 	 -0.026112
240 	 -0.028016
241 	 -0.026926
242 	 -0.026897
246 	 -0.028649
247 	 -0.026245
250 	 -0.028188
251 	 -0.027317
254 	 -0.026152
255 	 -0.025953
257 	 -0.027918
259 	 -0.027375
260 	 -0.024457
264 	 -0.025438
265 	 -0.023384
268 	 -0.026885
269 	 -0.022898
270 	 -0.025728
271 	 -0.025321
273 	 -0.028229
276 	 -0.024061
277 	 -0.023587
278 	 -0.021534
279 	 -0.022690
280 	 -0.022574
281 	 -0.025976
283 	 -0.022764
284 	 -0.025700
285 	 -0.027161
286 	 -0.021699
291 	 -0.019498
292 	 -0.023546
293 	 -0.023140
294 	 -0.023175
298 	 -0.024245
299 	 -0.021541
301 	 -0.022815
306 	 -0.020971
308 	 -0.020782
309 	 -0.022391
310 	 -0.023197
312 	 -0.020966
313 	 -0.018187
314 	 -0.020006
